HTS 6D,naics
843049,333120
,333131
,333132
,336611
843050,333120
843061,333120
843062,333120
843069,333120
843110,333120
,333923
843120,333924
843131,333921
,333923
843139,333120
,333132
,333922
843141,333120
843142,333120
843143,333120
,333132
843149,333120
,333131
,333924
843210,333111
843221,333111
843229,333111
843230,333111
843231,333111
843239,333111
843240,333111
843241,333111
843242,333111
843280,333111
843290,333111
843311,333111
,333112
843319,333111
,333112
843320,333111
843330,333111
843340,333111
843351,333111
843352,333111
843353,333111
843359,333111
843360,333111
843390,333111
,333112
843410,333111
843420,333241
,333294
843490,333111
843510,333241
,333294
843590,333241
,333294
843610,333111
843621,333111
843629,333111
843680,333111
,333120
843691,333111
843699,333111
,333120
843710,333241
,333294
843780,333241
,333294
843790,333241
,333294
843810,333241
,333294
843820,333241
,333294
843830,333241
,333294
843840,333241
,333294
843850,333241
,333294
,333993
843860,333241
,333294
843880,333241
,333294
843890,333241
,333294
843910,333243
,333291
,930000
843920,333243
,333291
,930000
843930,333243
,333291
843991,333243
,333291
843999,333243
,333291
844010,333244
,333293
844090,333244
,333293
844110,333243
,333291
844120,333243
,333291
844130,333243
,333291
844140,333243
,333291
844180,333243
,333291
844190,333243
,333291
844210,333293
844220,333293
844230,333244
,333293
844240,333244
,333293
844250,323120
,323122
,333293
844311,333244
,333293
844312,333244
,333313
844313,333244
,333293
844314,333244
,333293
844315,333244
,333293
844316,333244
,333293
844317,333244
,333293
844319,333244
,333249
,333292
,333293
844321,333293
844329,333293
844330,333293
844331,334118
,334119
844332,334118
,334119
844339,333313
,333315
,333316
,333999
,334118
844340,333293
844351,333292
,333293
844359,333292
,333293
844360,333293
844390,333292
,333293
844391,333244
,333249
,333292
,333293
844399,325910
,333244
,333313
,333315
,333316
,333999
,334119
,334210
844400,333249
,333292
844511,333249
,333292
844512,333249
,333292
844513,333249
,333292
844519,333111
,333249
,333292
844520,333249
,333292
844530,333249
,333292
844540,333249
,333292
844590,333249
,333292
844610,333249
,333292
844621,333249
,333292
844629,333249
,333292
844630,333249
,333292
844711,333249
,333292
844712,333249
,333292
844720,333249
,333292
844790,333249
,333292
844811,333249
,333292
844819,333249
,333292
844820,333249
,333292
844831,333249
,333292
844832,333111
,333249
,333292
844833,333249
,333292
844839,333249
,333292
844841,333292
844842,333249
,333292
844849,333249
,333292
844851,333249
,333292
,339993
844859,333249
,333292
844900,333249
,333292
845011,335220
,335224
845012,335220
,335224
845019,335220
,335224
845020,335220
,335224
845090,335220
,335224
845110,333318
,335224
845121,335220
,335224
845129,333249
,333292
,335220
,335224
845130,333318
,335224
845140,333249
,333292
845150,333249
,333292
845180,333318
,335224
845190,333249
,333292
,335220
,335224
845210,333249
,333999
845221,333249
,333999
845229,333249
,333999
845230,339993
845240,337129
845290,321999
,333249
,333999
845310,333999
845320,333249
,333999
845380,333999
845390,333249
,333999
845410,333249
,333298
845420,331511
,333249
,333298
,333511
845430,333249
,333298
,333513
,333517
845490,333249
,333298
,333513
,333517
845510,333516
,333519
845521,333516
,333519
845522,333516
,333519
845530,331511
,331513
845590,333516
,333519
845610,333295
,333512
,333517
,335999
845611,333517
845612,333517
845620,333512
,333517
,335999
845630,333249
,333512
,333517
,333999
845640,333249
,333517
845650,333249
845690,333249
,333512
,333517
,333999
845691,333295
845699,333295
,333512
,333999
845710,333512
,333517
845720,333512
,333517
845730,333512
,333519
845811,333512
,333517
845819,333512
,333517
845891,333512
,333517
845899,333512
,333517
845910,333512
,333517
845921,333512
,333517
845929,333512
,333517
845931,333512
,333517
845939,333512
,333517
845940,333512
,333517
845941,333517
845949,333517
845951,333512
,333517
845959,333512
,333517
845961,333512
,333517
845969,333512
,333517
845970,333512
,333517
846011,333512
,333517
846012,333517
846019,333512
,333517
846021,333512
,333517
846022,333517
846023,333517
846024,333517
846029,333512
,333517
846031,333512
,333517
846039,333512
,333517
846040,333512
,333517
846090,333512
,333517
846110,333512
846120,333512
,333517
846130,333512
,333517
846140,333512
,333517
846150,333512
,333517
846190,333512
,333517
846210,333513
,333517
846211,333517
846219,333517
846221,333295
,333513
,333517
846222,333517
846223,333517
846224,333517
846225,333517
846226,333517
846229,333295
,333513
,333517
846231,333513
,333517
846232,333517
846233,333517
846239,333513
,333517
846241,333513
,333517
846242,333517
846249,333513
,333517
846251,333517
846259,333517
846261,333517
846262,333517
846263,333517
846269,333517
846290,333517
846291,333513
,333517
846299,333513
,333517
846310,333513
,333519
846320,333513
,333517
846330,333513
,333519
846390,333513
,333517
,930000
846410,333249
,333295
,333999
846420,333249
,333295
,333999
846490,333249
,333295
,333999
846510,333210
,333243
,333999
,930000
846520,333249
846591,332216
,333210
,333243
,333249
,333999
,930000
846592,333210
,333243
,333249
,333999
,930000
846593,333210
,333243
,333249
,333999
,930000
846594,333210
,333243
,333249
,333999
,930000
846595,333210
,333243
,333517
,333999
,930000
846596,333210
,333243
,333249
,333999
846599,333210
,333243
,333249
,333295
,333999
846610,333515
846620,333514
,333515
846630,333243
,333515
846691,333249
,333999
846692,333210
,333243
,333999
846693,333295
,333512
,333517
846694,333295
,333513
,333517
846711,333131
,333991
846719,333120
,333913
,333914
,333991
846721,333991
846722,333991
846729,333111
,333112
,333991
,335210
,335211
846781,333991
846789,333111
,333112
,333991
846791,333991
846792,333913
,333914
,333991
846799,333111
,333112
,333991
846810,333992
846820,333992
846880,333992
846890,333992
846900,333313
,333318
846911,333313
846912,333313
846920,333313
846930,333313
847010,333313
,333318
847021,333313
,333318
847029,333313
,333318
847030,333313
,333318
847040,333313
847050,333313
,333318
,334118
,334119
847090,333313
,333318
847110,334111
847130,334111
847141,334111
847149,334111
,334112
,334118
,334119
,334419
847150,334111
847160,334118
,334119
847170,334112
847180,334118
,334119
847190,334118
,334119
847210,333313
,333318
847220,333313
847230,333313
,333318
847290,333313
,333318
,334118
,334119
,339940
,339942
847310,333313
,333318
,334418
847321,333313
,333318
847329,333313
,333318
847330,333242
,334119
,334418
847340,333313
,333318
,334418
847350,333242
,334119
,334418
847410,333120
,333131
847420,333120
,333131
847431,333120
847432,333120
847439,333120
,333999
847480,333249
,333298
,333999
847490,333120
,333131
,333999
847510,333249
,333999
847521,333249
,333999
847529,333249
,333999
847590,333249
,333999
847621,333311
,333318
847629,333311
,333318
847681,333311
,333318
847689,333311
,333318
847690,333311
,333318
847710,333220
,333249
,333295
847720,333220
,333249
847730,333220
,333249
847740,333220
,333249
,333295
847751,333220
,333249
847759,333220
,333249
,333295
847780,333220
,333249
847790,332722
,333220
,333249
,333295
847810,333249
,333999
847890,333249
,333999
847910,333120
847920,333241
,333294
847930,333210
,333243
847940,333513
,333519
847950,333999
847960,333415
847971,332312
847979,332312
847981,333513
,333519
847982,333999
847983,333999
847989,333120
,333132
,333249
,333295
,333318
,333319
,333415
,333995
,333999
,335210
,335220
,335228
,335999
847990,333120
,333210
,333243
,333415
,333513
,333519
,333999
,335220
,335228
848010,333249
,333511
848020,333511
848030,332997
,332999
848041,333511
848049,333511
848050,333511
848060,333511
848071,333511
848079,333511
848110,332911
,332912
848120,332912
848130,332911
848140,332911
848180,332911
,332913
,332919
,333912
848190,332911
,332912
848210,332991
848220,332991
848230,332991
848240,332991
848250,332991
848280,332991
848291,332991
848299,332991
848310,333613
,333618
,336310
,33631X
848320,332991
848330,332991
,333613
,336310
848340,332722
,333612
,333613
,335312
848350,332510
,333613
,336310
,33631X
,336399
848360,333613
848390,332991
,333612
,333613
848410,339991
848420,339991
848490,339991
848510,333999
848520,333249
848530,333249
848580,333999
848590,333132
,333999
,339991
848610,333242
,333295
848620,333242
,333295
848630,333242
,333295
848640,333242
,333295
848690,333242
,333295
848710,331529
,332999
,333999
848790,333999
,339991
850110,335312
850120,335312
850131,335312
850132,335312
850133,335312
850134,335312
850140,333612
,335312
850151,333612
,335312
850152,335312
850153,335312
850161,335312
850162,335312
850163,335312
850164,333611
,335312
850171,335312
850172,335312
850180,335312
850211,335312
850212,335312
850213,335312
850220,335312
850231,333611
850239,333611
850240,335312
850300,335312
850410,335311
850421,335311
850422,335311
850423,335311
850431,334416
850432,334416
850433,335311
850434,335311
850440,334419
,335314
,335999
850450,334416
850490,327110
,327113
,334413
,334416
,334418
,334419
,335311
,335999
850511,327110
,332999
850519,327110
,327113
850520,335314
850530,335999
850590,334510
,335999
850610,335912
850630,335912
850640,335912
850650,335912
850660,335912
850680,335912
850690,335912
850710,335911
850720,335911
850730,335911
850740,335911
850750,335911
850760,335911
850780,335911
850790,335911
850810,333991
850811,335210
,335212
850819,335210
,335212
850820,333991
850860,335210
,335212
850870,335210
,335212
850880,333111
,333991
,335211
850890,333991
850910,335212
850920,335212
850930,335228
850940,335210
,335211
850980,335210
,335211
,335212
,335220
,335228
850990,335210
,335211
,335212
851010,335210
,335211
851020,333111
,335210
,335211
851030,335210
,335211
851090,333111
,335210
,335211
851110,336320
,336322
851120,336320
,336322
851130,336320
,336322
851140,336320
,336322
851150,336320
,336322
851180,336320
,336322
851190,336320
,336322
851210,336320
,336321
851220,336320
,336321
851230,334290
,334511
,335999
,336399
851240,336320
,336322
851290,336320
,336321
,336322
851310,335129
851390,335129
851410,333994
851411,333994
851419,333994
851420,333318
,333319
,333994
851430,333994
851431,333994
851432,333994
851439,333994
851440,333994
851490,333318
,333991
,333994
851511,332212
,332216
851519,333992
851521,333992
851529,333992
851531,333992
851539,333992
851580,333912
,333992
,335999
851590,333295
,333992
851610,335220
,335228
851621,335210
,335211
851629,335210
,335211
851631,335210
,335211
851632,335210
,335211
851633,333318
,335228
851640,335210
,335211
851650,335220
,335221
851660,335210
,335211
,335220
,335221
851671,335210
,335211
851672,335210
,335211
851679,335210
,335211
851680,334416
,335999
851690,333318
,334418
,335210
,335211
,335220
,335221
,335228
851711,334210
851712,334220
851713,334220
851714,334220
851718,334210
851719,334210
851721,334210
851722,334119
851730,334210
851750,334210
,334418
851761,334210
851762,334220
,334418
851769,334220
851770,334220
851771,334220
851779,334220
851780,334210
,334290
851790,334210
,334418
851810,334220
,334310
851821,334310
851822,334310
851829,334310
851830,334210
,334310
851840,334210
,334310
851850,334310
851890,334210
,334220
,334310
,334418
851910,334310
851920,334310
851921,334310
851929,334310
851930,334310
851931,334310
851939,334310
851940,333313
851950,334210
851981,333313
,333318
,334210
,334310
851989,333313
,334310
851992,334310
851993,334310
851999,334310
852010,333313
852020,334210
852032,334310
852033,334310
852039,334310
852090,333313
852110,334310
852190,334310
852210,334310
,334419
852290,333313
,334210
,334310
,334418
,334419
852311,334613
852312,334613
852313,334613
852320,334613
852321,334612
,334614
852329,334612
,334613
,334614
,990000
852330,326199
852340,334612
,334613
,511210
,990000
852341,334613
852349,334614
852351,334613
,990000
852352,334413
852359,334613
,990000
852380,334612
,334613
,334614
852390,334613
852410,334612
852411,333314
852412,334310
852419,334310
852431,511210
,990000
852432,334612
852439,334612
,990000
852440,990000
852451,334612
,990000
852452,334612
,990000
852453,334612
,990000
852460,334612
852491,333314
,511210
,990000
852492,334310
852499,334310
,990000
852510,334220
852520,334220
852530,334220
852540,334310
852550,334220
852560,334220
852580,334220
,334310
852581,334310
852582,334310
852583,334220
852589,334220
,334310
852610,334511
852691,334511
852692,334511
,339930
852712,334310
852713,334310
852719,334310
852721,334310
852729,334310
852731,334310
852732,334310
852739,334310
852790,334220
,334290
852791,334220
,334310
852792,334220
,334310
852799,334220
,334290
,334310
852812,334220
,334310
852813,334310
852821,334310
852822,334310
852830,334310
852841,334118
,334119
852842,334118
852849,334310
852851,334118
,334119
852852,334118
852859,334310
852861,334118
,334119
852862,334118
852869,334310
852871,334220
,334310
852872,334310
852873,334310
852910,334220
852990,333314
,334220
,334310
,334416
,334418
,334419
,334511
853010,334290
853080,334290
853090,334290
853110,334290
853120,334419
,334513
853180,334220
,334290
,334419
,334511
,334513
,335999
853190,334418
,335999
853210,334416
,335999
853221,334414
,334416
853222,334414
,334416
853223,334414
,334416
853224,334414
,334416
853225,334414
,334416
,335999
853229,334414
,334416
853230,334414
,334416
853290,334414
,334416
853310,334415
,334416
853321,334415
,334416
853329,334415
,334416
853331,334415
,334416
853339,334415
,334416
,335931
853340,334415
,334416
,335314
853390,334415
,334416
853400,334412
853510,335313
853521,335313
853529,335313
853530,335313
853540,334417
,335931
853590,334417
,335313
,335314
,335931
853610,335313
853620,335313
853630,334417
,335314
,335931
853641,335314
,336320
,336321
853649,335314
853650,335314
,335931
853661,334417
,335931
853669,334417
,335931
853670,334417
853690,334417
,335313
,335931
,335932
853710,335313
,335314
853720,335313
853810,335313
853890,334417
,334418
,335313
,335314
,335931
853910,335110
,336320
853921,335110
853922,335110
853929,335110
853931,335110
853932,335110
853939,335110
853941,335110
853949,335110
853950,335129
853951,335129
853952,335129
853990,335110
854011,334411
,334419
854012,334411
,334419
854020,334411
,334419
854040,334411
,334419
854050,334411
854060,334411
,334419
854071,334411
,334419
854072,334411
854079,334411
,334419
854081,334411
,334419
854089,334411
,334419
854091,334411
,334419
854099,334411
,334419
854110,334413
854121,334413
854129,334413
854130,334413
854140,334413
,335999
854141,334413
854142,334413
854143,334413
,335999
854149,334413
854150,334413
854151,334413
854159,334413
854160,334419
854190,334413
854210,334413
854212,334413
854213,334413
854214,334413
854219,334413
854221,334413
854229,334413
854230,334413
854231,334413
854232,334413
854233,334413
854239,334413
854240,334413
854250,334418
854260,334413
854270,334418
854290,334413
854310,335999
854311,333295
854319,335999
854320,334515
854330,333249
,333999
854340,335999
854370,333295
,333999
,334210
,334510
,334511
,335129
,335999
,339992
,339999
854381,335999
854389,333295
,334210
,334415
,334510
,334511
,335129
,335999
,339992
854390,333242
,333295
,333999
,334418
,334511
,335999
,339999
854411,331420
,331422
,331491
854419,331318
,331319
,331491
854420,335929
854430,336320
,336322
854441,335929
854442,335929
,335999
854449,335929
854451,335929
854459,335929
854460,335929
854470,335921
854511,335991
854519,335991
854520,335991
854590,335991
854610,327212
854620,327110
,327113
854690,326199
,335932
854710,327110
,327113
854720,326199
854790,327212
,335932
854800,335999
854810,910000
854890,335999
854911,910000
854912,910000
854913,910000
854914,910000
854919,910000
854921,910000
854929,910000
854931,910000
854939,910000
854991,910000
854999,910000
860110,336510
860120,336510
860210,336510
860290,336510
860310,336510
860390,336510
860400,336510
860500,336510
860610,336510
860620,336510
860630,336510
860691,336510
860692,336510
860699,336510
860711,336510
860712,336510
860719,331511
,336510
860721,336510
860729,336510
860730,336510
860791,336510
860799,336510
860800,334290
860900,332420
870110,333111
870120,336120
,930000
870121,336120
,930000
870122,336120
,930000
870123,336120
,930000
870124,336120
,930000
870129,336120
,930000
870130,333120
,920000
,930000
870190,333111
,333120
,920000
,930000
870191,333111
,333120
870192,333111
,333120
870193,333111
,333120
870194,333111
,333120
870195,333111
,333120
870210,336120
870220,336120
870230,336120
870240,336120
870290,336120
870310,336214
,336999
870321,336111
,336999
870322,336111
870323,336111
,336213
,930000
870324,336111
,336112
,336213
,930000
870331,336111
870332,336111
,930000
870333,336111
,336112
,336213
,930000
870340,336111
,336112
,336213
,930000
870350,336111
,336112
,336213
,930000
870360,336111
,336112
,336213
,930000
870370,336111
,336112
,336213
,930000
870380,336111
870390,336111
870410,333120
870421,336112
,336120
870422,336120
870423,333120
870431,336112
,336120
870432,336120
870441,336120
870442,336120
870443,336120
870451,336120
870452,336120
870460,336120
870490,336120
870510,333120
,333924
870520,333132
870530,336120
870540,336120
870590,336120
870600,333111
,333120
,336111
,336112
,336120
,336211
870710,336111
,336211
,336214
870790,333111
,333120
,336211
870810,336370
,336390
,336399
870821,336360
870822,327211
870829,336214
,336370
,336390
,336399
870830,333111
,336340
870831,333111
,336340
870839,333111
,336340
870840,332111
,333111
,333120
,336330
,336350
,336399
870850,331511
,333111
,333120
,336350
,336399
870860,333111
,333120
,336350
870870,333111
,333120
,336360
,336390
,336399
870880,333111
,333120
,336330
,336399
870891,333111
,333120
,336390
,336399
870892,333111
,333120
,336390
,336399
870893,333111
,336350
870894,333111
,333120
,336330
,336399
870895,333111
,333120
,336390
,336399
870899,333111
,333120
,336214
,336330
,336340
,336350
,336390
,336399
870911,333924
870919,333924
870990,333924
871000,336992
871110,336991
871120,336991
871130,336991
871140,336991
871150,336991
871160,336991
871190,336991
871200,336991
871310,339113
871390,339113
871410,336991
871411,336991
871419,336991
871420,339113
871491,336991
871492,336991
871493,336991
871494,336991
871495,336991
871496,336991
871499,336991
871500,339930
,339932
871610,321991
,336214
871620,336212
871631,336212
871639,333924
,336212
,336214
871640,336212
871680,333111
,333924
,336214
,336390
,336999
871690,332510
,333111
,336214
,336390
,336399
880100,336411
880110,336411
880190,336411
880211,336411
880212,336411
880220,336411
880230,336411
880240,336411
880260,334220
,336414
880310,336413
880320,336413
880330,336413
880390,334220
,336413
,336419
880400,314999
880510,336413
880520,335999
880521,333318
,335999
880529,333318
,335999
880610,336411
880621,336411
880622,336411
880623,336411
880624,336411
880629,336411
880691,336411
880692,336411
880693,336411
880694,336411
880699,336411
880710,336413
880720,336413
880730,336413
880790,334220
,336413
,336419
890110,336611
890120,336611
890130,336611
890190,336611
890200,336611
890310,326299
,336612
890311,326299
,336612
890312,326299
,336612
890319,311225
890321,336612
890322,336612
890323,336612
890331,336612
890332,336612
890333,336612
890391,336612
890392,336612
890393,336611
,336612
890399,336611
,336612
890400,336611
890510,336611
890520,336611
890590,336611
890600,336611
890610,336611
890690,336611
890710,326299
890790,332313
,332420
,336611
890800,910000
900110,327215
900120,339114
,339115
900130,339115
900140,339115
900150,339115
900190,333314
,333316
900211,333314
900219,333314
900220,333314
900290,333314
,333316
900311,339115
900319,339115
900390,339115
900410,339115
900490,339115
900510,333314
900580,333314
900590,333314
900610,333315
,333316
900620,333315
900630,333315
,333316
900640,333315
,333316
900651,333315
,333316
900652,333315
,333316
900653,333315
,333316
900659,333315
,333316
900661,333315
,333316
900662,335110
900669,333315
,333316
,335110
900691,333315
,333316
900699,333315
,333316
900710,333316
900711,333315
900719,333315
900720,333315
,333316
900791,333315
,333316
900792,333315
,333316
900810,333315
900820,333315
900830,333315
900840,333315
900850,333316
900890,333315
,333316
900911,333315
900912,333315
900921,333315
900922,333315
900930,333315
900990,333315
900991,333315
900992,333315
900993,333315
900999,333315
901010,333315
,333316
901041,333295
901042,333295
901049,333295
901050,333315
,333316
901060,333315
,333316
901090,333295
,333315
,333316
901110,333314
901120,333314
901180,333314
901190,333314
901210,334516
901290,334516
901310,333314
901320,335999
901380,332510
,333314
,339115
901390,333314
901410,334511
901420,334511
901480,334511
901490,334511
901510,334519
901520,334519
901530,334519
901540,334519
901580,334519
901590,334519
901600,333997
,334519
901710,334118
,334119
,334519
901720,333295
,334118
,334119
,334519
901730,332212
,332216
901780,332212
,332216
901790,332212
,332216
,333295
,334118
,334119
,334519
901811,334418
,334510
901812,334510
901813,334510
901814,334517
901819,334418
,334510
901820,334510
901831,339112
901832,339112
901839,339112
901841,339114
901849,339114
901850,339112
,339115
901890,334418
,334510
,339112
901910,335210
,335211
,335999
,339112
,339999
901920,339113
902000,339113
,339920
902110,339112
,339113
902111,339113
902119,339112
,339113
902121,339114
,339116
902129,339114
,339116
902130,339113
902131,339113
902139,339113
902140,334510
902150,334510
902190,334510
,339113
902212,334517
902213,334517
902214,334517
902219,334517
902221,334517
902229,334290
,334517
902230,334517
902290,334290
,334517
902300,339999
902410,334519
902480,334519
902490,334519
902511,334519
,339112
902519,334513
,339112
902580,334519
902590,334519
902610,334513
902620,334513
902680,334513
902690,334513
902710,334516
902720,334516
902730,334516
902740,333315
902750,333315
,333316
,334516
902780,334510
,334516
902781,334516
902789,334510
,334516
902790,333315
,333316
,334418
,334516
,334519
902810,334514
902820,334514
902830,334515
902890,334514
,334515
902910,334514
902920,334511
,334513
,334514
,334515
902990,334513
,334514
,334515
903010,334519
903020,334515
903031,334515
903032,334515
903033,334515
903039,334515
903040,334515
903082,334515
903083,334515
903084,334515
903089,334515
903090,334418
,334515
,334519
903110,333999
903120,334515
,337127
903130,333314
903141,333314
903149,332212
,332216
,333314
,333316
903180,334515
,334516
903190,333314
,333316
,333997
,333999
,334515
,334516
903210,334512
903220,334512
903281,334513
903289,334419
,334512
,334513
,335311
,336320
,336322
903290,334419
,334512
,334513
,335311
,336320
,336322
903300,334513
910111,334518
,334519
,335912
910112,334518
910119,316998
,334518
,334519
,335912
910121,334518
,334519
910129,334518
,334519
910191,334518
,334519
,335912
910199,334518
,334519
910211,334518
,334519
,335912
910212,334518
,334519
910219,334518
,334519
,335912
910221,334518
,334519
910229,334518
,334519
910291,334518
,334519
,335912
910299,334518
,334519
910310,334518
,334519
,335912
910390,334518
,334519
910400,334518
,334519
,335912
910511,334518
,334519
,335912
910519,334518
,334519
910521,334518
,334519
,335912
910529,334518
,334519
910591,334518
,334519
,335912
910599,334518
,334519
910610,334518
,334519
910620,334514
910690,332510
,334514
,334518
,334519
910700,334512
,335313
,335314
910811,334518
,334519
,335912
910812,334518
,334519
,335912
910819,334518
,334519
,335912
910820,334518
,334519
910890,334518
,334519
910891,334518
910899,334518
910910,334519
,335912
910911,334518
910919,334518
910990,334518
,334519
911011,334518
,334519
911012,334518
,334519
911019,334518
,334519
911090,334518
,334519
911110,334518
,334519
911120,334518
,334519
911180,334518
,334519
911190,334518
,334519
911210,334518
911220,334518
,334519
911280,334518
911290,334518
,334519
911310,339910
,339911
911320,339910
,339914
911390,316993
,316998
,339910
911410,334518
,334519
911420,334518
911430,334518
,334519
911440,334518
,334519
911490,334518
,334519
920110,339992
920120,339992
920190,339992
920210,339992
920290,339992
920300,339992
920410,339992
920420,339992
920510,339992
920590,339992
920600,339992
920710,339992
920790,339992
920810,339999
920890,339992
,339999
920910,339999
920920,339999
920930,339992
920991,339992
920992,339992
920993,339992
920994,339992
920999,339992
,339999
930100,332994
,332995
,336992
930110,332994
,336992
930111,336992
930119,332995
930120,332994
,332995
930190,332994
,332995
930200,332994
930310,332994
930320,332994
930330,332994
930390,332994
930400,332994
930510,332994
930520,332994
930521,332994
930529,332994
930590,332994
,332995
930591,332994
,332995
930599,332994
930610,332992
930621,332992
930629,332992
930630,332992
930690,332992
,332993
,336414
,336415
930700,332211
,332215
940110,336360
940120,336360
940130,337124
,337127
940131,337127
940139,337124
,337127
940140,337121
940141,337121
940149,337121
940150,337127
940151,337125
,337127
940152,337125
940153,337125
940159,337125
,337127
940161,337121
,337124
,337127
940169,337122
,337127
940171,337124
,337127
940179,337124
,337127
940180,336360
,337124
,337125
,337127
940190,316110
,316998
,336360
,337215
940191,336360
,337215
940199,316998
,336360
,337215
940210,339114
940290,334519
,337127
,339113
940310,337214
940320,332999
,337124
,337127
,337215
940330,337211
940340,336360
,337110
,337122
,337127
940350,336360
,337122
,337127
940360,337122
,337127
940370,337125
,337127
,337214
940380,337127
940381,337125
,337127
940382,337125
,337127
940383,337125
,337127
940389,337125
,337127
940390,313210
,315999
,327212
,336360
,337121
,337215
940391,337215
940399,313210
,336360
,337121
,337215
940410,337910
940421,337910
940429,337910
940430,314999
940440,314120
940490,314120
,314129
,314999
940510,335121
,335122
,335129
940511,335121
,335122
940519,335121
,335122
940520,335121
,335122
940521,335121
,335122
940529,335121
,335122
940530,335129
940531,335129
940539,335129
940540,335129
940541,335129
940542,335129
940549,335129
940550,335129
940560,339950
940561,339950
940569,339950
940591,327212
940592,335129
940599,335129
940600,321992
,326199
,332311
940610,321992
940620,332311
940690,326199
,332311
950100,339932
950210,339931
950291,339931
950299,339931
950300,339930
,339932
950310,339932
950320,339932
950330,339932
950341,339931
950349,339931
950350,339931
,339932
950360,339932
950370,339932
950380,339932
950390,339932
950410,339932
950420,339920
950430,339999
950440,323111
,323119
950450,339930
950490,339920
,339930
,339932
950510,327212
,339999
950590,322299
,339930
,339999
950611,339920
950612,339920
950619,339920
950621,339920
950629,339920
950631,339920
950632,339920
950639,339920
950640,339920
950651,339920
950659,339920
950661,339920
950662,339920
950669,339920
950670,339920
950691,339920
950699,339920
950710,339920
950720,339920
950730,339920
950790,314994
,314999
,339920
950800,335228
950810,333318
,335228
950821,333318
950822,333318
950823,333318
950824,333318
950825,333318
950826,333318
950829,333318
950830,333318
950840,333318
950890,333318
,335228
960110,339999
960190,339999
960200,325998
,339999
960310,339994
960321,339994
960329,339994
960330,339994
960340,339994
960350,339994
960390,339994
,339999
960400,332618
,339999
960500,316993
,316998
960610,339993
960621,339993
960622,339993
960629,339993
960630,339993
960711,339993
960719,339993
960720,339993
960810,339940
,339941
960820,339940
,339941
960830,339940
960831,339941
960839,339941
960840,339940
,339941
960850,339940
,339941
960860,339940
,339941
960891,339940
,339941
960899,339940
,339941
960910,339940
,339942
960920,339940
,339942
960990,339940
,339942
961000,339940
,339942
961100,339940
,339943
961210,339940
,339944
961220,339940
,339943
961310,339999
961320,339999
961330,339999
961380,339910
,339911
,339999
961390,339999
961400,321999
,339999
961420,321999
,339999
961490,339999
961511,326199
,326299
,339999
961519,332999
,339999
961590,326199
,326299
,332999
,339993
,339999
961610,339999
961620,314999
961700,332439
961800,339999
961900,314999
,322291
962000,321999
,326199
,332999
,333314
,333316
,334310
,334519
,335991
970110,920000
,930000
970121,930000
970122,930000
970129,930000
970190,920000
,930000
970191,930000
970192,930000
970199,930000
970200,920000
,930000
970210,930000
970290,930000
970300,920000
,930000
970310,930000
970390,930000
970400,920000
,930000
970500,920000
,930000
970510,930000
970521,930000
970522,930000
970529,930000
970531,930000
970539,930000
970600,920000
,930000
970610,930000
970690,930000
980100,980000
980200,980000
,990000
980800,334614
,990000
981000,313210
,315190
,315990
,315999
,326121
,327999
,332212
,332216
,333249
,334510
,334516
,334517
,336611
,336612
,337212
,339999
,990000
981200,990000
981400,910000
981700,314999
,325992
,333111
,334614
,990000
981800,990000
999900,990000
999995,990000
